Agent,Skill,Proficiency,Desire To Use
cz_valicek,CZ_Tech2,1,1
cz_valicek,CZ_Medipartner,50,50
cz_vankova,CZ_T2,1,1
cz_vankova,CZ_Czech,3,1
cz_vankova,CZ_T1,1,1
cz_vankova,CZ_T3,1,1
cz_vankova,CZ_T4,1,1
cz_vankova,CZ_Tech2,1,1
cz_vankova,CZ_Slovak,1,1
cz_vankova,CZ_DKV_Assist,1,1
cz_vavrova,CZ_Linka_Pomoci_Ridicum,50,37
cz_vavrova,CZ_NCP,50,50
cz_vavrova,CZ_T2,50,25
cz_vavrova,CZ_Concierge,50,25
cz_vavrova,CZ_LPR_Internal,1,1
cz_vavrova,CZ_Tech2,50,7
cz_vavrova,CZ_Generali_Info,50,37
cz_vavrova,CZ_T4,50,50
cz_vavrova,CZ_T3,50,37
cz_vavrova,CZ_T1,50,12
cz_vavrova,CZ_M3,50,12
cz_vavrova,CZ_M2,50,12
cz_vavrova,CZ_M1,50,12
cz_vavrova,CZ_Home_SK,50,37
cz_vavrova,CZ_EA_QualityCalls,1,1
cz_vavrova,CZ_Network,50,25
cz_vavrova,CZ_Czech,1,1
cz_vavrova,CZ_Slovak,3,1
cz_vavrova,CZ_Europ_Assist,50,37
cz_vavrova,CZ_Home,50,37
cz_vavrova,CZ_EA_Pojisteni,1,1
cz_vavrova,CZ_Cerveny_kriz,50,50
cz_vavrova,CZ_Fiat_Info,50,12
cz_vavrova,CZ_Tech,100,1
cz_vavrova,CZ_Information,1,1
cz_vavrova,CZ_Waranty,1,1
cz_vavrova,CZ_Junk,1,1
cz_vavrova,CZ_DKV_Assist,50,50
cz_vesela,CZ_Linka_Pomoci_Ridicum,50,50
cz_vesela,CZ_T2,50,1
cz_vesela,CZ_Concierge,50,37
cz_vesela,CZ_Generali_Info,50,25
cz_vesela,CZ_DKV_Assist,50,25
cz_vesela,CZ_T4,50,1
cz_vesela,CZ_T3,50,1
cz_vesela,CZ_M3,50,50
cz_vesela,CZ_M2,50,37
cz_vesela,CZ_M1,50,25
cz_vesela,CZ_Home_SK,50,25
cz_vesela,CZ_EA_QualityCalls,1,1
cz_vesela,CZ_Network,1,1
cz_vesela,CZ_Czech,3,1
cz_vesela,CZ_Slovak,1,1
cz_vesela,CZ_Europ_Assist,50,50
cz_vesela,CZ_Home,50,25
cz_vesela,CZ_EA_Pojisteni,1,1
cz_vesela,CZ_Fiat_Info,50,5
cz_vesela,CZ_Tech,1,1
cz_vesela,CZ_Generali_Insolvence,50,50
cz_vesela,CZ_ECP_Insolvence,50,50
cz_vesela,CZ_Medical,50,12
cz_vesela,CZ_Information,1,1
cz_vesela,CZ_Waranty,1,1
cz_vesela,CZ_Junk,1,1
cz_vesela,CZ_Tech2,1,1
cz_veselaa,CZ_Linka_Pomoci_Ridicum,50,50
cz_veselaa,CZ_T2,50,25
cz_veselaa,CZ_Concierge,50,25
cz_veselaa,CZ_LPR_Internal,1,1
cz_veselaa,CZ_Generali_Info,50,37
cz_veselaa,CZ_DKV_Assist,50,50
cz_veselaa,CZ_T4,50,50
cz_veselaa,CZ_T3,50,37
cz_veselaa,CZ_T1,50,12
cz_veselaa,CZ_M3,50,12
cz_veselaa,CZ_M2,50,12
cz_veselaa,CZ_M1,50,12
cz_veselaa,CZ_Home_SK,50,37
cz_veselaa,CZ_EA_QualityCalls,1,1
cz_veselaa,CZ_Network,50,25
cz_veselaa,CZ_Czech,3,1
cz_veselaa,CZ_Slovak,1,1
cz_veselaa,CZ_Europ_Assist,50,37
cz_veselaa,CZ_Home,50,37
cz_veselaa,CZ_EA_Pojisteni,1,1
cz_veselaa,CZ_Cerveny_kriz,50,50
cz_veselaa,CZ_Fiat_Info,50,12
cz_veselaa,CZ_Telematika,50,50
cz_veselaa,CZ_Tech,100,1
cz_veselaa,CZ_Generali_Insolvence,1,1
cz_veselaa,CZ_ECP_Insolvence,1,1
cz_veselaa,CZ_Medical,1,1
cz_veselaa,CZ_Information,1,1
cz_veselaa,CZ_Waranty,1,1
cz_veselaa,CZ_Claims,1,1
cz_veselaa,CZ_Junk,1,1
cz_veselaa,CZ_Tech2,1,1
cz_veselam,CZ_Linka_Pomoci_Ridicum,50,50
cz_veselam,CZ_T2,1,1
cz_veselam,CZ_Concierge,50,37
cz_veselam,CZ_M3,50,50
cz_veselam,CZ_M2,50,37
cz_veselam,CZ_M1,50,25
cz_veselam,CZ_EA_QualityCalls,1,1
cz_veselam,CZ_Network,1,1
cz_veselam,CZ_Czech,3,1
cz_veselam,CZ_Slovak,1,1
cz_veselam,CZ_Europ_Assist,50,50
cz_veselam,CZ_Junk,1,1
cz_veselam,CZ_T1,1,1
cz_veselam,CZ_T3,1,1
cz_veselam,CZ_Tech2,1,1
cz_veselam,CZ_Home,1,1
cz_veselam,CZ_Medipartner,50,50
cz_vilim,CZ_Linka_Pomoci_Ridicum,50,37
cz_vilim,CZ_T2,50,25
cz_vilim,CZ_Concierge,50,25
cz_vilim,CZ_LPR_Internal,1,1
cz_vilim,CZ_Generali_Info,50,37
cz_vilim,CZ_DKV_Assist,50,50
cz_vilim,CZ_T4,50,50
cz_vilim,CZ_T3,50,37
cz_vilim,CZ_T1,50,12
cz_vilim,CZ_M3,50,12
cz_vilim,CZ_M2,50,12
cz_vilim,CZ_M1,50,12
cz_vilim,CZ_Home_SK,50,37
cz_vilim,CZ_EA_QualityCalls,1,1
cz_vilim,CZ_Network,50,25
cz_vilim,CZ_Czech,3,1
cz_vilim,CZ_Slovak,1,1
cz_vilim,CZ_Europ_Assist,50,37
cz_vilim,CZ_Home,50,37
cz_vilim,CZ_EA_Pojisteni,1,1
cz_vilim,CZ_Cerveny_kriz,50,50
cz_vilim,CZ_Fiat_Info,50,12
cz_vilim,CZ_Telematika,50,50
cz_vilim,CZ_Tech,100,1
cz_vilim,CZ_Generali_Insolvence,1,1
cz_vilim,CZ_ECP_Insolvence,1,1
cz_vilim,CZ_Medical,1,1
cz_vilim,CZ_Information,1,1
cz_vilim,CZ_Waranty,1,1
cz_vilim,CZ_Claims,1,1
cz_vilim,CZ_Junk,1,1
cz_vintrova,CZ_Linka_Pomoci_Ridicum,50,50
cz_vintrova,CZ_T2,50,1
cz_vintrova,CZ_Concierge,50,37
cz_vintrova,CZ_Generali_Info,50,25
cz_vintrova,CZ_DKV_Assist,50,25
cz_vintrova,CZ_T4,50,1
cz_vintrova,CZ_T3,50,1
cz_vintrova,CZ_M3,50,50
cz_vintrova,CZ_M2,50,37
cz_vintrova,CZ_M1,50,25
cz_vintrova,CZ_Home_SK,50,25
cz_vintrova,CZ_EA_QualityCalls,1,1
cz_vintrova,CZ_Network,1,1
cz_vintrova,CZ_Czech,3,1
cz_vintrova,CZ_Slovak,1,1
cz_vintrova,CZ_Europ_Assist,50,50
cz_vintrova,CZ_Home,50,25
cz_vintrova,CZ_EA_Pojisteni,1,1
cz_vintrova,CZ_Fiat_Info,50,5
cz_vintrova,CZ_Tech,1,1
cz_vintrova,CZ_Generali_Insolvence,50,50
cz_vintrova,CZ_ECP_Insolvence,50,50
cz_vintrova,CZ_Medical,50,12
cz_vintrova,CZ_Information,1,1
cz_vintrova,CZ_Waranty,1,1
cz_vintrova,CZ_Junk,1,1
cz_vintrova,CZ_Tech2,1,1
cz_vintrova,CZ_T1,1,1
cz_vintrova,CZ_Medipartner,50,50
cz_vladimir,CZ_Czech,3,1
cz_vladimir,CZ_Medical,100,100
cz_vlkovat,CZ_Linka_Pomoci_Ridicum,50,37
cz_vlkovat,CZ_T2,50,7
cz_vlkovat,CZ_Tech2,50,50
cz_vlkovat,CZ_DKV_Assist,50,7
cz_vlkovat,CZ_T4,50,7
cz_vlkovat,CZ_T3,50,7
cz_vlkovat,CZ_T1,50,7
cz_vlkovat,CZ_CCNCP,50,50
cz_vlkovat,CZ_Network,50,25
cz_vlkovat,CZ_Czech,3,1
cz_vlkovat,CZ_Slovak,1,1
cz_vondrackova,CZ_Czech,1,1
cz_vondrackova,CZ_Slovak,1,1
cz_vrabelova,CZ_Linka_Pomoci_Ridicum,50,50
cz_vrabelova,CZ_T2,50,1
cz_vrabelova,CZ_Concierge,50,37
cz_vrabelova,CZ_LPR_Internal,1,1
cz_vrabelova,CZ_Generali_Info,50,25
cz_vrabelova,CZ_DKV_Assist,50,25
cz_vrabelova,CZ_T4,50,1
cz_vrabelova,CZ_T3,50,1
cz_vrabelova,CZ_T1,50,1
cz_vrabelova,CZ_M3,50,50
cz_vrabelova,CZ_M2,50,37
cz_vrabelova,CZ_M1,50,25
cz_vrabelova,CZ_Home_SK,50,25
cz_vrabelova,CZ_EA_QualityCalls,1,1
cz_vrabelova,CZ_Czech,1,1
cz_vrabelova,CZ_Slovak,3,1
cz_vrabelova,CZ_Europ_Assist,50,50
cz_vrabelova,CZ_Home,50,25
cz_vrabelova,CZ_EA_Pojisteni,1,1
cz_vrabelova,CZ_Cerveny_kriz,50,50
cz_vrabelova,CZ_Fiat_Info,50,5
cz_vrabelova,CZ_Telematika,50,25
cz_vrabelova,CZ_Tech,1,1
cz_vrabelova,CZ_Generali_Insolvence,50,50
cz_vrabelova,CZ_ECP_Insolvence,50,50
cz_vrabelova,CZ_Medical,50,12
cz_vrabelova,CZ_Information,1,1
cz_vrabelova,CZ_Junk,1,1
cz_vu,CZ_Linka_Pomoci_Ridicum,50,50
cz_vu,CZ_T2,1,1
cz_vu,CZ_Generali_Info,50,50
cz_vu,CZ_M1,50,50
cz_vu,CZ_Czech,3,1
cz_vu,CZ_Slovak,1,1
cz_vu,CZ_T1,1,1
cz_vu,CZ_T3,1,1
cz_vu,CZ_Tech2,1,1
cz_vu,CZ_Home,1,1
cz_zabranova,CZ_Linka_Pomoci_Ridicum,50,37
cz_zabranova,CZ_T2,50,5
cz_zabranova,CZ_Concierge,50,25
cz_zabranova,CZ_LPR_Internal,1,1
cz_zabranova,CZ_Generali_Info,50,50
cz_zabranova,CZ_DKV_Assist,50,37
cz_zabranova,CZ_T4,50,5
cz_zabranova,CZ_T3,50,5
cz_zabranova,CZ_T1,50,5
cz_zabranova,CZ_M3,50,12
cz_zabranova,CZ_M2,50,12
cz_zabranova,CZ_M1,50,12
cz_zabranova,CZ_Home_SK,50,50
cz_zabranova,CZ_EA_QualityCalls,1,1
cz_zabranova,CZ_Network,50,25
cz_zabranova,CZ_Czech,3,1
cz_zabranova,CZ_Slovak,1,1
cz_zabranova,CZ_Europ_Assist,50,37
cz_zabranova,CZ_Home,50,50
cz_zabranova,CZ_EA_Pojisteni,1,1
cz_zabranova,CZ_Cerveny_kriz,50,50
cz_zabranova,CZ_Fiat_Info,50,25
cz_zabranova,CZ_Telematika,50,37
cz_zabranova,CZ_Tech,1,1
cz_zabranova,CZ_Information,50,50
cz_zabranova,CZ_Junk,1,1
cz_zichova,CZ_T2,1,1
cz_zichova,CZ_Czech,1,1
cz_zichova,CZ_Slovak,1,1
cz_zichova,CZ_T1,1,1
cz_zichova,CZ_T3,1,1
cz_zichova,CZ_Tech2,1,1
cz_zichova,CZ_Home,1,1
cz_zichova,CZ_Home_SK,1,1
cz_zichova,CZ_M1,50,50
cz_zimova,CZ_Linka_Pomoci_Ridicum,50,37
cz_zimova,CZ_T2,50,7
cz_zimova,CZ_Tech2,50,50
cz_zimova,CZ_DKV_Assist,50,7
cz_zimova,CZ_T4,50,7
cz_zimova,CZ_T3,50,7
cz_zimova,CZ_T1,50,7
cz_zimova,CZ_Czech,3,1
cz_zimova,CZ_Slovak,1,1
cz_zirovnicka,CZ_Linka_Pomoci_Ridicum,50,37
cz_zirovnicka,CZ_NCP,50,50
cz_zirovnicka,CZ_T2,50,25
cz_zirovnicka,CZ_Concierge,50,25
cz_zirovnicka,CZ_LPR_Internal,1,1
cz_zirovnicka,CZ_Tech2,50,7
cz_zirovnicka,CZ_Generali_Info,50,37
cz_zirovnicka,CZ_DKV_Assist,50,50
cz_zirovnicka,CZ_T4,50,50
cz_zirovnicka,CZ_T3,50,37
cz_zirovnicka,CZ_T1,50,12
cz_zirovnicka,CZ_M3,50,12
cz_zirovnicka,CZ_M2,50,12
cz_zirovnicka,CZ_M1,50,12
cz_zirovnicka,CZ_Home_SK,50,37
cz_zirovnicka,CZ_EA_QualityCalls,1,1
cz_zirovnicka,CZ_Network,50,25
cz_zirovnicka,CZ_Czech,3,1
cz_zirovnicka,CZ_Slovak,1,1
cz_zirovnicka,CZ_Europ_Assist,50,37
cz_zirovnicka,CZ_Home,50,37
cz_zirovnicka,CZ_EA_Pojisteni,1,1
cz_zirovnicka,CZ_Cerveny_kriz,50,50
cz_zirovnicka,CZ_Fiat_Info,50,12
cz_zirovnicka,CZ_Telematika,50,50
cz_zirovnicka,CZ_Tech,100,1
cz_zirovnicka,CZ_Information,1,1
cz_zirovnicka,CZ_Waranty,1,1
cz_zirovnicka,CZ_Junk,1,1
cz_zivicka,CZ_Linka_Pomoci_Ridicum,50,37
cz_zivicka,CZ_NCP,50,50
cz_zivicka,CZ_T2,50,25
cz_zivicka,CZ_LPR_Internal,1,1
cz_zivicka,CZ_Tech2,50,7
cz_zivicka,CZ_Generali_Info,50,37
cz_zivicka,CZ_T4,50,50
cz_zivicka,CZ_T3,50,37
cz_zivicka,CZ_T1,50,12
cz_zivicka,CZ_Home_SK,50,37
cz_zivicka,CZ_EA_QualityCalls,1,1
cz_zivicka,CZ_Network,50,25
cz_zivicka,CZ_Czech,3,1
cz_zivicka,CZ_Slovak,1,1
cz_zivicka,CZ_Europ_Assist,50,37
cz_zivicka,CZ_Home,50,37
cz_zivicka,CZ_EA_Pojisteni,1,1
cz_zivicka,CZ_Cerveny_kriz,50,50
cz_zivicka,CZ_Fiat_Info,50,12
cz_zivicka,CZ_Telematika,50,50
cz_zivicka,CZ_Tech,75,25
cz_zivicka,CZ_Information,1,1
cz_zivicka,CZ_Waranty,1,1
cz_zivicka,CZ_Junk,1,1
cz_zivicka,CZ_DKV_Assist,50,50
cz_zubekova,CZ_Slovak,1,1
cz_zubekova,CZ_Claims,25,75
